SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2043,5,1,Suburb,2001,263793.7083
1281,5,1,Suburb,2010,202334.9994
1796,2,1,Urban,1963,256045.3104
2024,2,3,Urban,2016,161800.5406
1118,2,2,Suburb,1954,87697.04
2058,3,2,Suburb,2012,92498.86892
1197,4,3,Urban,2008,193111.491
1484,3,3,Rural,2007,239349.2946
2780,4,1,Rural,2002,251076.6243
2082,5,1,Rural,1993,195175.954
1836,4,1,Urban,2021,259690.384
2184,2,2,Urban,1976,222659.0066
2008,3,3,Urban,1963,286491.219
1690,2,3,Urban,1956,188163.3764
2229,5,2,Urban,2018,283708.9437
2035,3,1,Suburb,2013,188192.9089
1489,3,1,Suburb,1981,168312.8646
1275,2,1,Urban,1981,10918.05123
1692,3,1,Urban,1968,284429.4187
1241,2,2,Urban,2003,170266.6
2239,4,1,Suburb,1966,232741.1481
2274,5,1,Suburb,1998,232965.5287
2834,2,2,Rural,1960,224030.1643
1125,5,1,Suburb,1971,86633.45055
1216,3,2,Rural,1974,161433.4886
2329,5,1,Rural,1994,260713.6779
2820,5,3,Urban,1986,355183.6022
2208,5,1,Urban,1960,197448.5213
2062,3,3,Rural,1993,296675.9481
2246,4,2,Urban,1991,217967.7508
2207,4,1,Rural,1976,191793.8049
1494,4,1,Urban,1992,148691.3133
1426,2,1,Suburb,2015,232000.767
2201,2,3,Urban,1982,280902.2361
1918,3,1,Rural,1951,159767.2095
2451,4,2,Rural,1959,232706.3004
2317,5,1,Suburb,1982,142514.7118
2875,4,2,Rural,2018,337495.6786
1150,2,3,Suburb,1973,121680.881
1383,3,2,Suburb,2000,120815.8061
2661,4,3,Suburb,2021,367853.9714
2836,2,3,Suburb,2014,418522.5923
1307,2,3,Rural,1980,168508.1415
2359,5,2,Suburb,1975,282167.8724
2969,4,2,Rural,2010,334202.17
1745,5,2,Suburb,1996,205364.1488
1891,4,1,Urban,1992,141115.4222
1374,3,2,Rural,1961,121412.634
2031,4,3,Suburb,1963,230238.6208
2364,5,2,Urban,1954,314691.241
1128,5,3,Suburb,1981,129795.8095
2014,2,2,Suburb,1957,296640.2172
2799,4,2,Urban,1971,362568.2167
1668,4,3,Urban,2016,196091.8
2375,3,2,Suburb,1996,248961.0116
2381,2,1,Urban,1987,267672.8756
1516,5,1,Suburb,1982,208605.4629
2518,4,3,Rural,1998,284990.9
1085,2,3,Suburb,2001,138358.3687
2198,3,3,Rural,2010,292994.7146
2825,2,1,Urban,1999,296205.434
2216,4,3,Urban,1999,299511.5
1310,4,3,Suburb,2007,144022.4216
2142,3,1,Urban,1997,195406.2799
2241,3,3,Suburb,1951,222345.1554
1426,3,2,Suburb,1995,147472.0527
2993,5,2,Suburb,1991,272859.1335
2437,2,2,Rural,1958,286333.1146
1113,2,2,Rural,2001,98327.59324
2168,2,1,Rural,1968,183287.7245
2561,5,2,Urban,1985,304633.9247
2671,2,2,Rural,1987,204274.1137
1302,3,1,Rural,2009,146333.1635
1743,2,1,Urban,2021,173744.8699
2904,5,1,Urban,2011,267200.3334
1587,5,2,Rural,1985,216737.2905
1986,2,3,Rural,2011,189368.6125
2863,5,3,Rural,2001,357263.9717
1344,5,2,Rural,2006,181088.983
1813,2,3,Rural,1966,176340.5255
2987,5,3,Urban,2009,422736.7
1800,5,1,Urban,2021,219069.6592
2024,2,2,Urban,1968,204408.2346
2170,3,2,Suburb,1983,328386.9642
2310,3,3,Urban,1961,239601.6847
2999,5,2,Urban,1999,461502.0146
2677,4,1,Rural,2008,321174.2379
2076,4,3,Suburb,1975,326721.6711
2327,2,1,Suburb,1986,303367.1907
2092,2,3,Urban,2021,201153.1182
1360,3,2,Rural,2012,183964.3101
2625,4,1,Suburb,2014,363102.0068
2981,2,1,Urban,2002,423326.2272
2243,4,1,Rural,1988,259318.5566
2985,4,3,Suburb,2008,263676.3903
2009,5,3,Urban,1993,261256.7992
1703,5,1,Rural,1952,173333.0285
2989,4,1,Urban,2010,289565.1
1574,3,3,Urban,1976,230942.6615
2608,2,2,Suburb,1957,258275.0596
2184,2,2,Urban,2013,252542.0989
2704,3,1,Rural,1972,251440.6501
2112,5,2,Urban,1989,229994.5751
1687,5,3,Rural,1975,159312.6824
1780,3,2,Rural,2002,276509.9508
1584,3,3,Rural,2012,145706.5564
2780,5,1,Urban,2020,322462.8509
1588,4,2,Urban,2001,227434.1097
2182,5,2,Rural,1986,237292.3603
1488,4,3,Urban,2011,219217.3449
1970,2,3,Rural,1951,238024.9281
2347,2,1,Suburb,2017,323942.1595
2633,4,1,Suburb,1991,324386.7539
2404,4,3,Urban,1950,326862.3555
2125,5,3,Rural,2010,278907.4354
1493,3,1,Rural,1954,64574.64721
2667,4,3,Rural,1986,243356.8
2637,2,2,Urban,2018,317824.7804
1018,5,1,Suburb,2001,47902.24
2477,2,2,Urban,1958,285295.0308
2505,5,3,Suburb,1963,325655.9684
2617,3,1,Rural,2000,324141.8085
1396,3,1,Suburb,2015,109796.9429
2000,2,1,Suburb,2010,240007.3839
2302,4,3,Urban,2017,286117.0801
1850,4,1,Rural,2016,223867.5726
2388,2,1,Urban,1991,260870.0683
2354,4,1,Rural,1986,244576.2203
2664,4,1,Rural,2009,206396.1478
2367,2,3,Rural,2020,342694.3257
1821,2,1,Urban,1951,233668.5741
1454,3,1,Urban,1953,188530.6444
2624,2,3,Rural,2000,307045.347
1724,3,1,Suburb,2001,259480.9447
2678,3,2,Rural,1977,227139.9884
2088,5,1,Suburb,1962,171610.2482
2099,4,1,Urban,2001,139606.5251
1710,2,2,Urban,1968,168942.769
1142,4,3,Suburb,1968,149649.2484
1916,5,1,Urban,1993,220955.1807
2938,2,2,Urban,1975,229690.645
1827,2,3,Suburb,1970,144591.4079
1604,5,3,Urban,1989,287029.1755
2496,4,2,Suburb,1964,262498.1944
2440,3,3,Suburb,2021,251357.7136
1304,5,3,Rural,1958,210829.5111
1735,5,2,Urban,2005,262376.6293
2520,2,3,Rural,2007,285799.6623
1290,3,2,Suburb,2000,169224.3714
2963,5,3,Urban,2020,272009.5364
1101,4,2,Urban,1952,158172.89
2290,5,3,Suburb,1998,294583.7863
1866,4,2,Rural,1998,261400.116
1967,2,1,Suburb,1957,182230.8256
2645,5,3,Urban,1972,352345.0633
1973,4,2,Suburb,1996,271382.7446
1841,2,3,Rural,1971,181366.8527
1961,2,3,Suburb,2010,257727.6311
1941,2,1,Suburb,1952,165639.5168
2800,5,3,Urban,1998,243474.4477
2026,2,3,Suburb,1997,198205.3994
1084,2,1,Urban,1987,134139.609
2817,4,2,Rural,2009,284652.0788
1327,2,2,Suburb,2004,70898.66643
1815,5,2,Urban,1978,236463.2292
2473,3,2,Urban,1961,263159.5843
1453,2,2,Suburb,1967,107698.2954
2947,5,2,Suburb,2014,315835.7699
1628,2,1,Urban,2003,144881.1749
2244,5,2,Urban,2006,258201.5359
2177,2,1,Rural,2010,219665.9238
1664,4,3,Rural,2005,218455.7743
1011,3,1,Rural,2017,107334.4886
2156,3,1,Suburb,1978,132073.9926
1303,5,1,Suburb,2006,115553.7395
2316,5,1,Rural,2018,215415.3337
1974,3,2,Suburb,1965,228101.0867
2323,4,3,Suburb,2009,261706.0345
2763,4,3,Suburb,1980,355956.2452
1782,2,3,Suburb,2018,191120.2962
1042,4,1,Rural,1979,75099.32403
1943,3,1,Suburb,1973,220838.3244
1342,3,2,Rural,1970,186302.7803
2349,4,2,Rural,1954,247178.5271
2837,4,3,Suburb,2011,350986.4062
1497,3,1,Suburb,1984,148478.4031
1363,3,1,Rural,2014,153662.2957
1890,3,1,Suburb,1980,208201.8752
1426,3,3,Rural,1989,124142.077
2004,3,3,Urban,1993,202831.9183
1020,4,1,Urban,1954,134100.6379
1406,4,1,Rural,1998,180241.4098
1618,2,3,Urban,1997,263024.8079
2014,2,3,Rural,1970,187786.1866
1335,5,2,Rural,1996,207957.9275
2838,2,2,Suburb,1951,328168.744
2140,4,2,Urban,2011,283147.392
2147,2,1,Urban,1964,197871.4317
1398,2,1,Suburb,2006,134718.9474
1792,4,1,Rural,2018,172927.9341
2827,3,3,Suburb,1950,294455.6883
1714,4,2,Urban,1960,226499.5936
1050,4,3,Rural,1983,136812.8117
2806,5,3,Rural,1966,358092.4
1323,5,3,Suburb,2013,127279.01
1788,5,1,Rural,2008,109080.5903
1140,3,1,Urban,1963,131010.1
1469,2,3,Urban,1991,159711.2582
1786,5,2,Urban,1993,224234.0608
2825,4,1,Rural,1967,321469.4201
2357,5,1,Suburb,1986,191311.8341
2916,4,3,Urban,2003,225743.166
1963,3,1,Rural,1978,332121.0274
2007,5,2,Suburb,1980,302156.4374
1372,4,3,Rural,2001,221983.7914
2587,2,1,Urban,2008,334517.4073
1493,3,3,Rural,2007,189121.5177
2562,4,3,Urban,1966,316102.859
2692,2,2,Urban,1950,240595.0892
1750,2,2,Urban,2018,199661.3
2179,4,1,Urban,2016,261252.9062
1290,5,3,Rural,1994,237567.6011
2671,2,1,Rural,1979,168741.5546
2167,3,1,Suburb,2021,336045.5801
1105,2,1,Suburb,1952,161667.2898
2443,5,2,Suburb,2014,296033.6043
1669,3,3,Suburb,1953,193318.338
2681,3,3,Urban,1964,280841.5705
1001,3,2,Urban,2019,55453.87009
2968,4,2,Rural,1984,312344.8203
1588,2,1,Rural,1976,190994.4008
1643,5,1,Suburb,1990,183378.0071
1089,4,2,Rural,1971,155740.5921
2368,4,2,Rural,1989,274778.1992
1349,3,3,Rural,2007,96544.77518
2482,4,3,Urban,1986,232992.7825
2286,2,3,Suburb,2007,255788.8944
2374,4,2,Suburb,1992,178494.5998
2131,4,1,Rural,1994,299860.5025
2609,3,3,Rural,1961,324703.2256
2062,3,2,Urban,2018,208711.0141
1908,4,2,Urban,2018,189094.1749
1158,3,1,Rural,2008,120431.3469
2606,5,3,Urban,1999,292542.7866
1958,5,3,Urban,1975,194456.9922
1311,5,2,Rural,1959,185353.7738
2264,4,3,Rural,1998,278394.512
2961,2,1,Urban,1952,305895.8473
1444,2,3,Rural,2013,211016.0808
1297,3,1,Suburb,2020,228138.3046
1951,2,2,Urban,1955,143719.3037
1035,2,1,Urban,2004,171830.3885
2107,4,1,Urban,2015,184956.0496
2475,3,1,Suburb,2007,202637.0719
2909,2,1,Urban,2004,256533.3
2798,5,2,Rural,1951,331331.7458
2845,3,1,Suburb,1980,246222.3151
2408,3,2,Suburb,1992,237328.011
2195,3,3,Suburb,2014,251000.6652
2399,5,3,Suburb,2004,207405.8715
2708,2,3,Rural,2014,265416.4569
2385,5,3,Suburb,1974,248347.9668
1558,3,2,Urban,2016,160990.2846
1890,3,2,Suburb,1988,255185.1496
1140,4,3,Suburb,1990,164163.3739
1886,4,1,Suburb,1999,222052.0367
2941,4,3,Suburb,2006,310126.5619
2141,4,3,Urban,2011,155736.7739
2300,3,3,Urban,1968,203508.3186
1725,5,2,Suburb,2001,232256.4052
2243,4,3,Suburb,1997,264519.657
2928,5,3,Urban,1977,331111.8808
2049,4,3,Suburb,1991,236049.7019
1520,2,2,Urban,1984,176572.6684
2806,4,3,Rural,2008,241125.0277
1009,5,3,Rural,1985,110870.7049
1983,4,1,Suburb,1957,243147.467
1377,2,3,Rural,1950,202481.9094
2656,5,2,Rural,2012,304907.9897
2660,5,1,Urban,1984,302534.8619
1681,5,3,Urban,1958,297382.4635
1583,3,2,Rural,1955,110732.4432
1151,5,1,Suburb,1990,92403.9845
1719,3,2,Suburb,1973,295468.8457
2072,2,1,Suburb,2009,188349.2923
2177,5,2,Rural,1953,199418.5464
1858,5,1,Rural,2021,172653.7246
2316,5,3,Suburb,1963,365275.749
2603,2,3,Rural,1980,280912.1754
1049,3,3,Suburb,1988,133669.9851
1663,4,3,Urban,1968,168793.2209
1530,2,1,Urban,1974,168264.0255
2635,2,1,Suburb,1977,310831.5105
2083,2,1,Rural,2013,311910.3567
2190,3,1,Urban,1973,173417.4187
2225,3,1,Suburb,1989,320244.9301
1856,3,1,Suburb,2009,244231.0021
1145,3,3,Rural,1964,140932.6982
1914,3,1,Rural,2003,176699.8165
2699,5,2,Urban,2007,270876.8999
2993,4,2,Suburb,1954,300559.5
1992,4,2,Suburb,1988,259653.56
2462,3,1,Suburb,2012,275169.2956
1241,3,3,Urban,2021,209223.5346
1580,5,2,Urban,1950,178946.0394
1686,3,1,Urban,1969,178274.492
2584,5,1,Suburb,2018,232749.2271
1482,5,3,Rural,1998,218885.7468
2131,2,1,Suburb,1967,203174.2602
2249,2,1,Rural,1972,162855.1584
1672,3,2,Urban,1967,151172.7125
1630,5,2,Suburb,2009,136594.4343
1660,3,2,Rural,1992,222597.5899
1661,2,2,Suburb,2021,170648.4
2455,2,2,Suburb,2003,266532.2488
1804,2,1,Suburb,2000,244993.4185
2678,2,1,Suburb,2009,227285.4996
1418,2,3,Urban,1973,222799.9153
1987,3,2,Urban,1999,157462.0344
2478,3,2,Rural,1986,135582.3022
2183,2,2,Urban,2006,305410.3992
2546,3,2,Urban,1979,162431.6181
1649,2,2,Urban,1997,277920.6683
1968,2,1,Urban,1970,221766.3344
1589,2,1,Rural,1964,219030.4772
2100,3,2,Urban,2020,160391.1618
1508,3,1,Urban,1981,173922.5736
1440,5,2,Rural,1996,200346.5505
2277,3,3,Urban,1991,308312.974
1920,3,2,Rural,1954,236392.4978
1769,4,3,Urban,1970,200865.7042
2343,2,3,Urban,1974,247332.2768
2826,2,2,Suburb,1987,288967.9779
1262,3,2,Rural,1974,141315.1822
2620,3,2,Rural,1994,252661.2148
2681,5,2,Suburb,1995,333142.5862
2858,4,1,Rural,2014,264489.8201
2577,2,1,Rural,2013,291404.286
2397,2,3,Rural,2013,246270.529
1636,3,2,Suburb,1983,65916.46
2190,3,1,Rural,2017,301750.7242
2960,4,1,Urban,2000,245558.9571
2776,2,1,Urban,1966,302558.6599
1458,4,3,Rural,1964,230523.3873
1998,2,1,Suburb,2016,201815.4647
2303,3,2,Urban,2006,404064.4753
1699,4,1,Urban,2018,185469.9971
1301,5,2,Urban,1959,117115.0443
2554,3,1,Suburb,1967,363164.1473
2603,5,2,Rural,1957,248625.0219
2241,5,3,Urban,2013,282479.0871
2125,5,1,Urban,1965,287821.3108
1553,2,1,Rural,2021,161477.8435
1287,5,3,Rural,2020,172234.7429
2190,2,3,Urban,1953,231003.3383
1620,4,3,Urban,1969,343903.2937
2005,3,2,Urban,1979,307507.2765
1035,2,2,Suburb,1981,165349.2366
1743,2,1,Rural,1974,210500.3443
2764,4,2,Suburb,1998,271981.5826
1352,4,1,Suburb,1951,99425.12371
2699,3,3,Suburb,2009,314445.3582
2922,4,1,Rural,2016,348293.5471
1072,2,3,Rural,1980,12832.94955
1647,3,3,Urban,1997,134233.4486
2376,3,1,Suburb,2015,264559.8468
2914,3,2,Rural,1997,283707.3602
2093,5,2,Suburb,1979,258404.1503
1424,5,1,Suburb,1966,154640.4141
1998,2,2,Rural,1968,241124.9769
1707,5,3,Suburb,2020,282229.3445
2804,4,3,Urban,1995,247972.4871
1560,3,2,Urban,1987,186058.0091
1827,2,2,Suburb,2009,308786.6989
2665,4,3,Urban,2005,277346.6313
1955,3,1,Suburb,1977,175135.111
1516,4,2,Urban,1956,222825.0778
1427,5,2,Suburb,1999,171739.9734
2562,4,1,Urban,1988,338345.8329
1159,5,3,Urban,1992,123518.6693
1148,4,1,Rural,1984,167884.284
1775,2,1,Suburb,1957,169727.2177
2253,5,1,Urban,2004,262816.6021
2735,5,2,Rural,2017,298865.5495
2585,3,3,Rural,1966,348220.5397
1066,5,3,Suburb,1970,145881.6578
2013,3,2,Urban,1972,157919.5413
2835,5,1,Urban,2016,259976.4502
1380,5,2,Urban,1980,185806.2485
1057,5,1,Urban,1993,92447.13
2282,5,1,Rural,2021,277838.5537
1341,3,1,Rural,1976,103012.4729
2861,2,1,Rural,1998,286280.9996
2153,4,2,Suburb,1974,196594.9197
1726,5,1,Suburb,2014,197917.2716
2195,5,2,Rural,2009,194148.8068
1769,2,1,Urban,1991,182714.5829
1613,3,2,Urban,1980,207880.5423
2232,4,3,Rural,1992,230141.3498
2826,2,2,Urban,1977,316032.5155
1353,2,3,Urban,1980,91903.73217
2494,2,2,Suburb,2004,217345.3687
2821,2,3,Rural,1962,271411.6343
1115,5,2,Suburb,1958,99181.05033
2287,4,1,Suburb,1992,265385.7482
1661,5,3,Urban,1997,273609.881
2835,2,1,Rural,1998,280689.1106
2465,4,3,Rural,1988,355776.1231
2571,2,1,Urban,1953,325608.4477
1452,3,1,Rural,1962,135392.4887
2868,2,2,Urban,1993,299315.9118
2500,2,1,Suburb,1950,360810.5625
1286,3,3,Rural,1993,177114.993
2326,5,3,Suburb,2002,226148.0628
2016,4,3,Suburb,1965,274266.7
1310,2,2,Rural,1959,142398.4317
1207,2,2,Urban,2015,149446.025
1617,3,3,Suburb,1952,253647.9877
1445,4,1,Rural,2021,185532.5265
1669,3,2,Rural,1996,193850.2296
1632,2,1,Urban,1958,171005.7997
1054,5,2,Suburb,1995,164103.4116
1911,5,2,Urban,1976,161795.0675
2035,4,2,Rural,2000,183813.6733
1656,2,2,Rural,2012,236467.1067
2423,3,3,Urban,2008,408992.841
2931,2,2,Suburb,1987,331223.3254
2671,3,2,Urban,1999,364027.0443
1979,3,3,Suburb,2009,192164.8751
1514,4,3,Suburb,2019,200556.9062
2679,3,3,Rural,1993,164170.0873
2565,4,3,Rural,1983,280858.6876
1236,5,1,Urban,2020,197949.2005
2302,4,3,Suburb,2001,224883.0969
1347,4,3,Urban,1959,151703.9534
1626,4,3,Suburb,1996,244823.3
2127,5,1,Urban,2009,191954.0089
1629,4,3,Urban,1965,221591.3229
2540,3,1,Urban,1983,174174.0782
2895,3,2,Rural,1977,369396.5041
2271,4,1,Urban,1956,239165.5259
1363,3,3,Urban,2006,164961.4506
1320,4,1,Suburb,1975,182153.3849
2656,5,1,Rural,1999,173034
1285,3,1,Suburb,1989,79935.45028
1148,4,1,Urban,1978,140763.4095
2107,2,1,Urban,1963,175527.7663
2989,5,1,Urban,1963,260583.8227
1405,2,1,Rural,2010,190279.3623
1977,4,1,Suburb,1987,179676.8232
1455,3,2,Rural,1957,162943.9353
2766,4,2,Urban,1978,271413.3499
1799,3,3,Suburb,1988,182670.2642
2184,4,3,Urban,1985,264847.904
2012,4,3,Urban,2001,184556.1862
1783,3,3,Rural,1998,217462.2582
1459,3,3,Urban,2009,129503.4579
2573,4,3,Urban,1967,292542.4229
2523,2,2,Urban,1980,264221.3178
1737,5,2,Urban,2009,127925.261
1508,2,2,Suburb,1963,167390.4574
2677,2,1,Urban,1994,263029.1643
2827,2,1,Rural,1989,313460.636
1480,2,3,Rural,2011,110451.384
2686,3,2,Suburb,2018,327467.7285
1113,2,3,Urban,2020,103271.5866
1748,5,2,Rural,1950,236602.187
2601,3,2,Rural,1981,373516.5634
1360,2,3,Rural,2016,70719.58386
1340,3,3,Urban,2004,105658.7471
1769,2,1,Suburb,1964,151680.7198
1760,2,2,Suburb,2010,197457.2758
1968,5,1,Suburb,2005,233516.4456
1448,3,1,Rural,1988,128932.8437
2866,3,1,Suburb,1971,350900.7638
1834,4,1,Rural,1968,249037.3302
2203,2,2,Suburb,2010,294099.9274
2725,2,2,Rural,1999,328977.2576
2430,5,1,Urban,1967,335396.3
2689,5,2,Rural,2010,267700.7542
2219,3,1,Suburb,1994,204841.7275
2489,5,3,Rural,1960,229651.5828
1310,3,1,Urban,1962,175567.1544
1261,2,3,Suburb,1988,156059.5126
2442,2,1,Urban,2015,297776.7
1405,3,1,Suburb,1994,140509.8534
2962,5,2,Urban,1984,398064
1142,5,3,Suburb,1982,161606.5
1341,3,2,Urban,1980,136880.2645
2339,2,1,Suburb,1967,247781.2958
2124,3,3,Rural,2014,316920.5006
1243,5,1,Urban,1998,152934.5099
1489,3,3,Suburb,1964,177247.892
1011,2,3,Suburb,2013,137967.2937
2262,4,1,Rural,1956,276113.8232
1560,3,1,Urban,2006,189661.6388
1041,4,2,Suburb,1998,160042.756
1677,3,2,Suburb,1970,212913.1143
1593,5,1,Rural,1989,203422.2554
2452,5,2,Rural,1961,364024.4172
2826,4,2,Urban,1971,273574.0865
2181,3,1,Urban,1958,259341.2078
2239,5,3,Rural,1980,245378.1886
2693,4,1,Urban,1952,249890.3
2485,4,2,Rural,1992,262092.667
1133,3,1,Rural,1997,80594.28817
2090,5,1,Suburb,1972,242814.9044
2871,4,3,Urban,2010,326375.3754
2030,2,3,Suburb,1964,238146.6314
1947,2,2,Rural,1995,202304.1488
2549,5,2,Rural,2005,287182.5971
1072,5,2,Urban,1963,101520.4512
1398,2,2,Urban,1997,134286.9
2428,4,2,Rural,1994,220874.9933
2698,3,1,Rural,1973,229165.6644
1577,4,1,Urban,2002,86547.87098
1858,5,2,Rural,1968,271613.6
1129,5,3,Urban,1956,212420.0385
1930,3,3,Suburb,2011,130717.9573
2489,4,2,Suburb,1996,287435.8502
2229,3,1,Rural,1999,184609.1198
2811,4,3,Rural,2012,284051.5016
2791,4,3,Urban,1999,300843.7658
1265,2,3,Urban,1974,119980.7264
2560,4,3,Suburb,1988,332647.3022
2985,5,1,Rural,1961,456959.8044
1792,5,1,Suburb,2004,141586.2604
1252,5,3,Urban,1972,204133.3614
1821,2,1,Rural,2008,221151.9
2312,3,1,Urban,1981,249184.8818
1163,5,2,Suburb,1966,106470.3288
1094,5,2,Rural,1977,42159.00376
2805,3,2,Urban,1992,325843.3318
1832,2,2,Urban,1998,208247.0441
2133,4,3,Suburb,1993,247235.3306
1335,3,2,Suburb,2006,191030.5468
1821,4,2,Rural,1963,232581.0964
1237,4,1,Suburb,1976,145917.739
1380,4,3,Urban,1956,205654.5394
2459,3,1,Rural,2005,268616.6668
1898,3,1,Urban,1996,213395.488
1482,4,1,Rural,1961,237087.8453
2960,2,2,Urban,1951,317306.9485
1901,2,3,Suburb,2021,130462.6407
2048,2,2,Suburb,2005,266338.5958
2676,5,3,Rural,1965,346205.2457
2140,4,1,Urban,1974,233665.5839
1481,5,3,Suburb,1952,241926.8448
2415,2,1,Suburb,1994,228823.6392
1916,3,2,Suburb,1999,212662.8763
1993,2,1,Rural,1954,277032.4981
1963,5,2,Suburb,1982,211545.3916
1536,5,2,Urban,2014,166303.8134
2102,2,2,Rural,1981,231128.1903
2603,4,1,Rural,1978,325865.9651
2196,3,2,Rural,1972,181063.3493
2979,3,3,Rural,1961,377346.1408
2035,2,3,Rural,2009,275975.0652
2823,4,3,Rural,1996,379295.3927
1127,4,3,Suburb,1960,56134.95578
2631,2,2,Rural,1987,336783.9853
1091,3,3,Suburb,2017,139634.0765
2676,3,1,Urban,1970,273868.9567
1542,3,3,Suburb,1955,161802.4915
1845,4,3,Rural,2020,200298.8294
2555,2,1,Urban,1985,298021.6808
2681,4,1,Rural,1964,298152.8389
1988,3,3,Rural,1958,227620.7542
2851,4,2,Rural,1996,193188.2721
1446,3,1,Suburb,1960,132471.5838
1389,2,2,Urban,1966,166923.8104
1671,3,2,Urban,1983,71406.67028
2884,5,3,Urban,1995,362452.3218
1042,5,2,Suburb,1979,118146.8958
1253,2,2,Suburb,1961,119050.6506
2153,4,2,Suburb,1956,240399.118
2083,4,3,Suburb,2015,178570.7985
1662,4,1,Urban,1970,130229.2905
1466,3,3,Suburb,1999,207184.9652
1286,5,1,Rural,1950,189473.9644
2010,2,2,Urban,1998,191497.9843
2540,4,1,Suburb,2015,317919.0315
2490,4,1,Suburb,1975,321550.5111
2953,2,1,Rural,1974,208697.1467
1777,3,1,Rural,1978,235667.752
1344,4,2,Rural,2001,158348.6355
1641,3,1,Rural,2013,233876.4134
1381,3,1,Urban,1977,208435.4399
2802,3,2,Rural,1988,304995.213
1689,4,1,Rural,2017,211762.28
2276,4,3,Suburb,2010,286560.3973
2950,2,1,Rural,1959,371114.7342
2079,2,3,Suburb,1959,246456.0195
2486,3,3,Rural,1989,250692.4109
1456,4,3,Urban,2000,153904.0335
1982,3,2,Suburb,1992,195499.4416
1082,2,3,Suburb,1988,125439.963
2928,3,3,Suburb,1962,457902.6754
2122,5,2,Suburb,1991,265550.482
1148,3,2,Suburb,1975,250446.1698
2352,4,3,Rural,2008,323581.5326
2179,3,2,Rural,2007,218869.0694
1189,3,1,Urban,1980,152332.4918
2517,4,3,Rural,1976,282028.6306
1882,5,3,Urban,2011,225689.2699
1262,4,1,Urban,2006,170513.9305
2103,2,2,Suburb,1953,407173.1123
1399,5,1,Urban,2001,212536.7276
1763,5,1,Urban,1988,192576.2834
1608,4,2,Urban,1950,177056.5489
2283,3,2,Urban,1965,250997.411
2795,2,3,Urban,1994,293723.3971
2638,2,3,Suburb,1983,261822.8488
2575,5,3,Urban,1971,346915.1261
1784,2,2,Suburb,1952,172890.9879
1100,5,3,Rural,1987,50210.14549
2382,5,1,Urban,1951,237196.4079
2403,2,3,Rural,2003,301107.2443
1819,5,2,Rural,1989,195750.4583
2244,3,2,Urban,1991,275301.4633
1819,5,3,Rural,2007,144517.7104
1419,3,2,Suburb,1984,83233.90902
1123,3,2,Suburb,1998,92402.94372
1421,3,3,Rural,2010,183339.9549
2254,2,3,Urban,1991,216149.2845
2713,3,1,Rural,1976,270883.69
2086,2,2,Urban,1969,217634.7924
2508,4,3,Rural,1970,224554.1
2651,3,1,Urban,1955,353686.605
2726,5,2,Rural,1971,388796.7967
2597,4,2,Urban,1978,326799.0757
1767,4,1,Rural,1989,263232.9283
1482,3,2,Urban,1976,182385.5297
1518,2,3,Suburb,1964,179146.4709
1154,4,1,Suburb,1999,161345.9555
1091,3,1,Urban,1961,133572.0839
1981,4,3,Urban,2003,271000.7215
2549,4,1,Suburb,1990,237470.2005
1454,3,3,Urban,2021,215957.693
2764,5,3,Suburb,2000,393864.7194
1597,5,2,Suburb,1998,177048.8052
2668,5,2,Rural,1974,251495.5657
1509,4,2,Rural,1996,237548.3779
2206,2,2,Urban,1966,265312.6026
1385,2,2,Urban,1987,172911.1216
2597,4,3,Suburb,1961,266296.7184
2754,4,1,Suburb,1955,321260.3541
1404,3,1,Suburb,1958,162507.0069
1245,2,2,Rural,1995,151889.0048
1741,4,3,Suburb,1971,226966.6453
2614,5,3,Rural,2004,275197.2383
1660,2,3,Urban,1952,152441.9224
1649,4,1,Rural,1983,127915.0424
2494,3,3,Urban,1953,252484.7545
2849,3,2,Urban,1951,294567.5
2911,2,3,Urban,2007,348178.4515
2446,5,2,Rural,1962,320600.3097
1900,2,1,Urban,1986,68439.06817
1064,4,1,Rural,1958,129836.9992
2036,5,3,Rural,1957,258202.4236
1212,4,1,Urban,1999,134972.3116
1241,5,1,Urban,2011,152976.4661
1492,5,3,Rural,1979,191101.7494
2236,4,1,Urban,1973,236176.7404
2716,2,2,Suburb,1997,299032.0218
1337,3,3,Urban,1971,84685.09028
1172,5,2,Urban,2017,112546.1508
1671,5,1,Suburb,2000,183244.6712
1163,3,3,Rural,2011,114009.4555
1464,2,2,Urban,2016,123522.8664
1994,3,3,Suburb,1965,254431.7734
1496,2,2,Suburb,2002,126123.3886
1699,5,2,Rural,1987,285620.4457
1394,5,3,Rural,1997,138880.1014
1702,4,2,Rural,2008,180800.4274
2940,2,3,Suburb,1956,268314
1307,3,1,Rural,1994,96464.69355
2791,2,2,Urban,2010,316930.2772
1182,2,2,Urban,1976,86128.02984
1628,2,2,Urban,1980,186170.8798
2817,2,2,Suburb,2019,338627.003
1509,3,1,Rural,2006,116008.0091
2731,4,3,Suburb,1962,222600.8936
1545,5,3,Suburb,2005,259988.4039
2587,3,3,Rural,1956,213439.7939
1623,3,1,Urban,1988,205946.1351
2787,5,1,Suburb,2000,240728.7458
1593,4,3,Rural,2006,203212.7314
1743,3,3,Urban,1995,233564.2789
2250,5,1,Rural,1963,225151.194
2768,4,1,Rural,2005,226681.9544
2756,4,2,Urban,1967,265441.0253
